,terms,sentiment,polarity
9952,delbert,positive,0.625
9953,delectable,positive,0.6451612903225806
9954,delectably,positive,0.7777777777777778
9955,delegate,positive,0.8
9956,delegates,positive,0.7777777777777778
9957,delete,negative,0.36363636363636365
9958,deleted,negative,0.42168674698795183
9959,delhi,positive,0.8947368421052632
9960,deli,negative,0.375
9961,delia,negative,0.0
9962,deliberate,positive,0.7291666666666666
9963,deliberately,negative,0.5083333333333333
9964,deliberation,positive,0.7272727272727273
9965,delicacy,positive,0.7058823529411765
9966,delicate,positive,0.7964071856287425
9967,delicately,positive,0.8108108108108109
9968,delicatessen,negative,0.2222222222222222
9969,delicious,positive,0.8275862068965517
9970,deliciously,positive,0.8717948717948718
9971,delight,positive,0.8162729658792651
9972,delighted,positive,0.7037037037037037
9973,delightful,positive,0.8695652173913043
9974,delightfully,positive,0.8947368421052632
9975,delights,positive,0.6779661016949152
9976,delilah,positive,0.6
9977,deline,positive,1.0
9978,delineated,positive,1.0
9979,delineation,negative,0.2
9980,delinko,positive,1.0
9981,delinquency,negative,0.45
9982,delinquent,positive,0.5238095238095238
9983,delinquents,positive,0.6756756756756757
9984,delirious,positive,0.8494623655913979
9985,deliriously,positive,0.75
9986,delirium,negative,0.4666666666666667
9987,deliver,negative,0.4276649746192893
9988,deliverance,positive,0.8305084745762712
9989,delivered,negative,0.4725663716814159
9990,deliveries,positive,0.8571428571428571
9991,delivering,negative,0.47808764940239046
9992,delivers,positive,0.6744457409568262
9993,delivery,positive,0.5119047619047619
9994,dell,positive,0.8
9995,della,negative,0.4246575342465753
9996,dello,positive,1.0
9997,delmar,positive,0.52
9998,delmer,positive,0.8
9999,delon,positive,0.7808219178082192
10000,delores,negative,0.45454545454545453
10001,delpy,positive,0.9142857142857143
10002,delroy,positive,0.9
10003,delta,negative,0.2537313432835821
10004,deltoro,negative,0.0
10005,delude,negative,0.25
10006,deluded,negative,0.46
10007,deluding,negative,0.5
10008,deluge,positive,0.7272727272727273
10009,deluise,positive,0.5789473684210527
10010,delusion,negative,0.5
10011,delusional,positive,0.5797101449275363
10012,delusions,negative,0.41304347826086957
10013,deluxe,positive,0.7058823529411765
10014,delve,positive,0.5764705882352941
10015,delved,positive,0.8888888888888888
10016,delves,positive,0.6379310344827587
10017,delving,positive,0.5652173913043478
10018,demand,negative,0.4976958525345622
10019,demanded,negative,0.36923076923076925
10020,demanding,positive,0.6071428571428571
10021,demands,positive,0.656140350877193
10022,demean,negative,0.16666666666666666
10023,demeaned,negative,0.5
10024,demeaning,negative,0.275
10025,demeanor,positive,0.632183908045977
10026,demeanour,positive,0.8095238095238095
10027,demeans,positive,0.8333333333333334
10028,demented,negative,0.47668393782383417
10029,dementedly,positive,0.6
10030,dementia,negative,0.40625
10031,demerit,negative,0.4
10032,demeter,negative,0.14285714285714285
10033,demi,negative,0.16216216216216217
10034,demian,negative,0.2857142857142857
10035,demille,positive,0.7964601769911505
10036,demilles,positive,0.6666666666666666
10037,demise,negative,0.47282608695652173
10038,demises,negative,0.375
10039,demme,positive,0.7678571428571429
10040,demo,negative,0.4583333333333333
10041,democracy,positive,0.6219512195121951
10042,democrat,negative,0.3333333333333333
10043,democratic,positive,0.5833333333333334
10044,democratically,positive,0.8571428571428571
10045,democrats,negative,0.25925925925925924
10046,demographic,negative,0.3770491803278688
10047,demographics,positive,0.8888888888888888
10048,demolish,negative,0.5
10049,demolished,positive,0.75
10050,demolishing,negative,0.14285714285714285
10051,demolition,negative,0.4146341463414634
10052,demolitions,negative,0.25
10053,demon,negative,0.3230452674897119
10054,demongeot,negative,0.0
10055,demonic,negative,0.29411764705882354
10056,demonicus,negative,0.5
10057,demonizing,positive,0.6666666666666666
10058,demons,positive,0.5555555555555556
10059,demonstrate,negative,0.46153846153846156
10060,demonstrated,positive,0.648
10061,demonstrates,positive,0.650887573964497
10062,demonstrating,positive,0.5555555555555556
10063,demonstration,positive,0.578125
10064,demonstrations,positive,0.6153846153846154
10065,demonstrative,positive,0.625
10066,demonstrators,negative,0.42857142857142855
10067,demornay,negative,0.0
10068,demoted,positive,0.75
10069,dempsey,negative,0.0
10070,dempster,positive,1.0
10071,demunn,positive,0.92
10072,demure,positive,0.6190476190476191
10073,demy,negative,0.14285714285714285
10074,den,positive,0.6111111111111112
10075,denard,positive,1.0
10076,dench,positive,0.8727272727272727
10077,deneuve,positive,0.5714285714285714
10078,dengler,positive,1.0
10079,denholm,positive,0.8
10080,denial,positive,0.6666666666666666
10081,denials,positive,1.0
10082,denied,positive,0.6923076923076923
10083,denier,negative,0.42857142857142855
10084,denies,positive,0.6756756756756757
10085,denigrate,positive,0.6923076923076923
10086,denigrated,negative,0.5
10087,denigration,negative,0.5
10088,denim,negative,0.3
10089,deniro,positive,0.7100591715976331
10090,deniros,positive,0.8
10091,denis,positive,0.7058823529411765
10092,denise,negative,0.32558139534883723
10093,denison,negative,0.0
10094,denizen,positive,0.5555555555555556
10095,denizens,positive,0.7894736842105263
10096,denmark,positive,0.5217391304347826
10097,dennehy,positive,0.6060606060606061
10098,dennis,positive,0.5948616600790514
10099,denny,positive,0.8157894736842105
10100,denomination,negative,0.2
10101,denominator,negative,0.3230769230769231
10102,denote,negative,0.2222222222222222
10103,denotes,positive,0.7272727272727273
10104,denouement,positive,0.5603448275862069
10105,denounce,positive,0.75
10106,denounced,positive,0.6875
10107,denouncing,positive,0.7142857142857143
10108,dense,positive,0.5428571428571428
10109,densely,negative,0.5
10110,density,positive,0.75
10111,dent,positive,0.5862068965517241
10112,dental,positive,0.5945945945945946
10113,dentist,positive,0.7246376811594203
10114,dentistry,positive,0.8181818181818182
10115,dentists,negative,0.36666666666666664
10116,denton,negative,0.3333333333333333
10117,dentures,negative,0.06666666666666667
10118,denunciation,positive,0.8
10119,denver,positive,0.7023809523809523
10120,deny,positive,0.5683453237410072
10121,denying,positive,0.6436781609195402
10122,denys,positive,0.5454545454545454
10123,denzel,positive,0.64
10124,deodato,negative,0.3793103448275862
10125,deol,positive,0.5862068965517241
10126,depalma,positive,0.7213114754098361
10127,depardieu,positive,0.6747967479674797
10128,depart,positive,0.7692307692307693
10129,departed,positive,0.6984126984126984
10130,departing,negative,0.3684210526315789
10131,department,positive,0.5251509054325956
10132,departments,negative,0.4666666666666667
10133,departs,positive,0.8181818181818182
10134,departure,positive,0.7516778523489933
10135,departures,negative,0.4
10136,depeche,negative,0.0
10137,depend,positive,0.6547619047619048
10138,dependable,positive,0.5897435897435898
10139,dependably,positive,1.0
10140,depended,positive,0.5357142857142857
10141,dependence,negative,0.46153846153846156
10142,dependency,positive,0.85
10143,dependent,positive,0.64
10144,depending,positive,0.5298013245033113
10145,depends,positive,0.5821917808219178
10146,depict,positive,0.6240601503759399
10147,depicted,positive,0.5946502057613169
10148,depicting,positive,0.6509433962264151
10149,depiction,positive,0.6447058823529411
10150,depictions,negative,0.46846846846846846
10151,depicts,positive,0.6978723404255319
10152,depleted,positive,0.7142857142857143
10153,depletion,positive,0.75
10154,deplorable,negative,0.4
10155,deploy,negative,0.2857142857142857
10156,deployed,negative,0.4782608695652174
10157,deployment,negative,0.4
10158,deploys,positive,0.6
10159,deportation,positive,0.6923076923076923
10160,deported,positive,0.6666666666666666
10161,deposed,positive,0.75
10162,deposit,negative,0.3333333333333333
10163,deposited,positive,0.5833333333333334
10164,deposits,negative,0.2
10165,depot,negative,0.5
10166,depp,negative,0.296875
10167,depraved,negative,0.4482758620689655
10168,depravity,positive,0.576271186440678
10169,deprecating,negative,0.44
10170,deprecation,negative,0.4444444444444444
10171,depress,negative,0.25
10172,depressants,negative,0.0
10173,depressed,negative,0.4854771784232365
10174,depresses,negative,0.0
10175,depressing,negative,0.4580152671755725
10176,depressingly,negative,0.18518518518518517
10177,depression,positive,0.677536231884058
10178,depressive,negative,0.4827586206896552
10179,deprivation,negative,0.45454545454545453
10180,deprived,negative,0.3958333333333333
10181,depriving,positive,0.6666666666666666
10182,dept,positive,0.5357142857142857
10183,depth,positive,0.5405629139072847
10184,depths,negative,0.4563758389261745
10185,deputies,positive,0.7
10186,deputy,negative,0.4785714285714286
10187,der,positive,0.6883116883116883
10188,derail,positive,0.6470588235294118
10189,derailed,positive,0.5172413793103449
10190,derails,negative,0.3125
10191,deran,negative,0.16666666666666666
10192,deranged,negative,0.5
10193,derangement,negative,0.5
10194,derek,negative,0.30824372759856633
10195,dereks,negative,0.125
10196,derelict,negative,0.45454545454545453
10197,deride,positive,1.0
10198,derided,positive,0.7
10199,derision,negative,0.2692307692307692
10200,derisive,negative,0.2222222222222222
10201,derisively,negative,0.4
10202,derisory,negative,0.5
10203,derivative,negative,0.2625
10204,derivatives,negative,0.4
10205,derive,positive,0.5909090909090909
10206,derived,negative,0.4807692307692308
10207,derives,positive,0.6071428571428571
10208,deriving,positive,0.6666666666666666
10209,dermody,positive,1.0
10210,dermot,negative,0.3333333333333333
10211,dern,positive,0.7126436781609196
10212,dernier,positive,0.75
10213,derogatory,positive,0.6666666666666666
10214,derri,negative,0.0
10215,derrick,positive,0.6666666666666666
10216,derring,positive,0.8181818181818182
10217,derry,positive,0.8
10218,dervish,positive,0.6
10219,des,positive,0.7672413793103449
10220,desai,positive,0.5555555555555556
10221,desaturated,positive,1.0
10222,descend,negative,0.4864864864864865
10223,descendant,negative,0.2222222222222222
10224,descendants,negative,0.2571428571428571
10225,descended,negative,0.2926829268292683
10226,descendent,negative,0.2857142857142857
10227,descendents,negative,0.3333333333333333
10228,descending,negative,0.3
10229,descends,negative,0.4788732394366197
10230,descent,negative,0.4383561643835616
10231,deschanel,negative,0.5
10232,described,negative,0.4872665534804754
10233,describes,positive,0.6296296296296297
10234,describing,positive,0.5232558139534884
10235,descript,negative,0.5
10236,description,negative,0.4753694581280788
10237,descriptions,negative,0.48214285714285715
10238,descriptive,positive,0.5652173913043478
10239,desdemona,positive,0.9428571428571428
10240,desecrate,negative,0.4
10241,desecrated,negative,0.42857142857142855
10242,desecration,negative,0.0
10243,desensitized,positive,0.5416666666666666
10244,desert,negative,0.44780635400907715
10245,deserted,negative,0.436046511627907
10246,deserter,positive,0.6666666666666666
10247,deserting,negative,0.5
10248,desertion,positive,0.5714285714285714
10249,deserts,positive,0.5272727272727272
10250,deserve,negative,0.3637640449438202
10251,deserved,positive,0.6111111111111112
10252,deservedly,positive,0.65
10253,deserves,positive,0.5887784090909091
10254,deserving,positive,0.525974025974026
10255,desi,positive,0.5964912280701754
10256,design,positive,0.5172413793103449
10257,designate,positive,1.0
10258,designated,negative,0.5
10259,designation,negative,0.2
10260,designed,negative,0.4482758620689655
10261,designer,negative,0.4540540540540541
10262,designers,positive,0.5238095238095238
10263,designing,negative,0.16666666666666666
10264,designs,positive,0.6030927835051546
10265,desirable,positive,0.5909090909090909
10266,desire,positive,0.6539050535987749
10267,desired,negative,0.46543778801843316
10268,desiree,negative,0.2222222222222222
10269,desires,positive,0.7076923076923077
10270,desiring,negative,0.38461538461538464
10271,desirous,positive,0.7272727272727273
10272,desk,positive,0.5576923076923077
10273,desktop,negative,0.16666666666666666
10274,desmond,positive,0.8333333333333334
10275,desny,positive,1.0
10276,desolate,positive,0.7215189873417721
10277,desolation,positive,0.7333333333333333
10278,despair,positive,0.7395348837209302
10279,despairing,positive,0.8947368421052632
10280,desparate,positive,1.0
10281,desperado,negative,0.3157894736842105
10282,desperadoes,positive,0.8571428571428571
10283,desperate,negative,0.46088193456614507
10284,desperately,negative,0.4392059553349876
10285,desperation,positive,0.6422413793103449
10286,despicable,negative,0.49019607843137253
10287,despicably,negative,0.42857142857142855
10288,despise,negative,0.3486238532110092
10289,despised,negative,0.46153846153846156
10290,despises,negative,0.4827586206896552
10291,despising,positive,0.6
10292,despite,positive,0.5351201478743068
10293,desplat,positive,1.0
10294,desplechin,negative,0.0
10295,despondent,negative,0.4
10296,despot,negative,0.2857142857142857
10297,despotic,negative,0.4166666666666667
10298,dessert,negative,0.4583333333333333
10299,desserts,positive,0.5277777777777778
10300,destination,positive,0.5378787878787878
10301,destinations,positive,0.9230769230769231
10302,destined,positive,0.5958904109589042
10303,destinies,positive,0.9
10304,destiny,positive,0.7531380753138075
10305,destitute,negative,0.5
10306,destroy,negative,0.40227703984819735
10307,destroyed,negative,0.38927738927738925
10308,destroyer,negative,0.4090909090909091
10309,destroyers,negative,0.42857142857142855
10310,destroying,negative,0.3619047619047619
10311,destroys,negative,0.4
10312,destruct,negative,0.4166666666666667
10313,destructing,positive,0.6666666666666666
10314,destruction,positive,0.5882352941176471
10315,destructive,positive,0.6
10316,destructo,positive,1.0
10317,destry,positive,1.0
10318,desultory,negative,0.36363636363636365
10319,det,positive,0.7894736842105263
10320,detach,positive,0.9166666666666666
10321,detached,positive,0.5333333333333333
10322,detachment,positive,0.7272727272727273
10323,detailed,positive,0.5905797101449275
10324,detailing,positive,0.7407407407407407
10325,details,positive,0.5876923076923077
10326,detain,positive,0.5555555555555556
10327,detained,positive,0.88
10328,detat,positive,0.8333333333333334
10329,detect,negative,0.4358974358974359
10330,detectable,positive,0.6666666666666666
10331,detected,negative,0.3125
10332,detecting,positive,0.875
10333,detection,positive,0.7222222222222222
10334,detective,positive,0.619452313503305
10335,detectives,negative,0.4939759036144578
10336,detector,negative,0.4444444444444444
10337,detects,negative,0.3333333333333333
10338,detention,positive,0.5166666666666667
10339,deter,positive,0.8260869565217391
10340,deteriorate,negative,0.35294117647058826
10341,deteriorated,negative,0.17647058823529413
10342,deteriorates,negative,0.35294117647058826
10343,deteriorating,positive,0.5666666666666667
10344,deterioration,negative,0.4074074074074074
10345,determination,positive,0.8359375
10346,determine,negative,0.4942528735632184
10347,determined,positive,0.6467532467532467
10348,determinedly,negative,0.4
10349,determines,positive,0.5652173913043478
10350,determining,positive,0.5789473684210527
10351,deterred,positive,0.6875
10352,deterrent,positive,0.7
10353,detest,negative,0.4666666666666667
10354,detestable,negative,0.46153846153846156
10355,detests,positive,0.5555555555555556
10356,deth,negative,0.0
10357,dethman,negative,0.0
10358,detmers,positive,0.6296296296296297
10359,detonate,negative,0.45454545454545453
10360,detonated,negative,0.3333333333333333
10361,detonating,negative,0.14285714285714285
10362,detonation,positive,0.7142857142857143
10363,detonator,negative,0.09523809523809523
10364,detour,positive,0.6
10365,detours,positive,0.5714285714285714
10366,detract,positive,0.7878787878787878
10367,detracted,positive,0.7931034482758621
10368,detracting,positive,0.7058823529411765
10369,detraction,positive,0.7777777777777778
10370,detractors,positive,0.6944444444444444
10371,detracts,positive,0.5454545454545454
10372,detriment,positive,0.5625
10373,detrimental,negative,0.3125
10374,detritus,negative,0.45454545454545453
10375,detroit,positive,0.5967741935483871
10376,deuce,negative,0.0
10377,deuces,negative,0.4
10378,deus,negative,0.41509433962264153
10379,deutsch,positive,1.0
10380,deux,positive,0.5789473684210527
10381,dev,positive,0.9565217391304348
10382,devane,negative,0.42857142857142855
10383,devastated,positive,0.6575342465753424
10384,devastating,positive,0.7662337662337663
10385,devastatingly,negative,0.5
10386,devastation,positive,0.5777777777777777
10387,devdas,positive,0.7777777777777778
10388,develop,positive,0.5177304964539007
10389,developed,positive,0.5230439442658092
10390,developer,negative,0.3333333333333333
10391,developers,positive,0.5263157894736842
10392,developing,positive,0.5732217573221757
10393,development,negative,0.3955674949630625
10394,developments,negative,0.3977272727272727
10395,develops,positive,0.6880733944954128
10396,deveraux,negative,0.14285714285714285
10397,devere,negative,0.0
10398,devgan,negative,0.02040816326530612
10399,devi,positive,0.5384615384615384
10400,deviance,negative,0.4
10401,deviant,positive,0.6071428571428571
10402,deviants,negative,0.125
10403,deviate,negative,0.46153846153846156
10404,deviated,negative,0.25
10405,deviates,negative,0.391304347826087
10406,deviation,positive,0.5833333333333334
10407,deviations,positive,0.7272727272727273
10408,device,negative,0.42954545454545456
10409,devices,negative,0.4860335195530726
10410,devil,negative,0.4774381368267831
10411,devilish,positive,0.5849056603773585
10412,devilishly,positive,0.7142857142857143
10413,deville,positive,0.8571428571428571
10414,devils,positive,0.5522388059701493
10415,devin,negative,0.0
10416,devine,negative,0.28
10417,devinn,positive,1.0
10418,devious,positive,0.5633802816901409
10419,devise,positive,0.7142857142857143
10420,devised,negative,0.4166666666666667
10421,devises,positive,0.625
10422,devising,positive,0.5714285714285714
10423,devito,positive,0.8898305084745762
10424,devlin,negative,0.2
10425,devo,negative,0.45454545454545453
10426,devoid,negative,0.2730627306273063
10427,devolve,negative,0.4
10428,devolved,negative,0.14285714285714285
10429,devolves,negative,0.08333333333333333
10430,devon,negative,0.08333333333333333
10431,devos,positive,0.926829268292683
10432,devote,positive,0.52
10433,devoted,positive,0.5868725868725869
10434,devotee,negative,0.4230769230769231
10435,devotees,negative,0.4782608695652174
10436,devotes,negative,0.38461538461538464
10437,devoting,positive,0.5714285714285714
10438,devotion,positive,0.9
10439,devour,negative,0.4642857142857143
10440,devoured,negative,0.45161290322580644
10441,devouring,negative,0.21739130434782608
10442,devours,negative,0.47368421052631576
10443,devout,negative,0.4878048780487805
10444,devoutly,positive,0.6
10445,dewaere,positive,0.7777777777777778
10446,dewey,positive,0.5384615384615384
10447,dewitt,positive,0.875
10448,dewy,positive,0.5714285714285714
10449,dex,negative,0.0
10450,dexter,positive,0.5963302752293578
10451,dexterity,positive,0.6363636363636364
10452,dexterous,negative,0.4
10453,dexters,negative,0.14285714285714285
10454,dey,positive,0.5142857142857142
10455,dh,negative,0.26666666666666666
10456,dharma,positive,0.7142857142857143
10457,dhavan,positive,0.8
10458,dhawan,negative,0.48
10459,dhiraj,positive,1.0
10460,dhol,negative,0.1111111111111111
10461,dhoom,negative,0.2222222222222222
10462,di,positive,0.5151515151515151
10463,dia,positive,0.5714285714285714
10464,diabetes,negative,0.2727272727272727
10465,diabetic,negative,0.45454545454545453
10466,diablo,negative,0.12
10467,diabo,positive,1.0
10468,diabolic,negative,0.5
10469,diabolical,negative,0.417910447761194
10470,diabolically,negative,0.08333333333333333
10471,diabolique,negative,0.2857142857142857
10472,diaboliques,positive,0.6666666666666666
10473,diagnosed,positive,0.625
10474,diagnoses,positive,1.0
10475,diagnosis,positive,0.6216216216216216
10476,diagonal,positive,0.5714285714285714
10477,diagram,negative,0.14285714285714285
10478,diahann,positive,0.8571428571428571
10479,dial,negative,0.19402985074626866
10480,dialect,positive,0.609375
10481,dialectic,positive,0.7857142857142857
10482,dialects,positive,0.8461538461538461
10483,dialog,negative,0.34865134865134867
10484,dialoge,negative,0.375
10485,dialogs,negative,0.39751552795031053
10486,dialogue,negative,0.37560321715817696
10487,dialogues,negative,0.38095238095238093
10488,dialouge,negative,0.34615384615384615
10489,dials,negative,0.2
10490,diametrically,positive,0.6428571428571429
10491,diamond,negative,0.4659498207885305
10492,diamonds,positive,0.5257731958762887
10493,diana,positive,0.7191489361702128
10494,diane,negative,0.45964912280701753
10495,dianne,positive,0.6428571428571429
10496,diaper,negative,0.3793103448275862
10497,diapers,negative,0.3076923076923077
10498,diaries,positive,0.6304347826086957
10499,diario,negative,0.0
10500,diarrhea,negative,0.2
10501,diary,positive,0.6097560975609756
10502,diaspora,negative,0.3333333333333333
10503,diatribe,negative,0.28
10504,diatribes,positive,0.6666666666666666
10505,diaz,negative,0.42857142857142855
10506,dibiase,positive,0.5365853658536586
10507,dibley,positive,0.5454545454545454
10508,dicamillo,positive,0.8
10509,dicaprio,positive,0.5517241379310345
10510,dice,negative,0.4727272727272727
10511,diced,negative,0.25
10512,dichotomy,positive,0.7916666666666666
10513,dick,positive,0.6059602649006622
10514,dicken,positive,0.9166666666666666
10515,dickens,positive,0.625
10516,dickensian,positive,0.875
10517,dickenson,negative,0.4444444444444444
10518,dickey,positive,1.0
10519,dickie,positive,0.5714285714285714
10520,dickinson,positive,0.8513513513513513
10521,dickory,positive,1.0
10522,dicks,positive,1.0
10523,dickson,positive,0.9666666666666667
10524,dicky,negative,0.3333333333333333
10525,dictate,negative,0.3684210526315789
10526,dictated,positive,0.7
10527,dictates,negative,0.42424242424242425
10528,dictating,negative,0.4666666666666667
10529,dictator,positive,0.765625
10530,dictatorial,positive,0.7777777777777778
10531,dictators,positive,0.5789473684210527
10532,dictatorship,negative,0.4634146341463415
10533,dictatorships,positive,0.6428571428571429
10534,diction,positive,0.6764705882352942
10535,dictionary,negative,0.3404255319148936
10536,did,negative,0.42274211099020675
10537,didactic,positive,0.5142857142857142
10538,didactically,positive,0.7142857142857143
10539,diddy,negative,0.125
10540,didi,negative,0.0
10541,didn,negative,0.3865951742627346
10542,didnt,negative,0.40813953488372096
10543,die,negative,0.40591534931157575
10544,died,positive,0.557919621749409
10545,diegetic,positive,0.75
10546,diego,positive,0.8048780487804879
10547,diehard,negative,0.4
10548,diehl,positive,0.5294117647058824
10549,dieing,negative,0.26666666666666666
10550,diem,negative,0.16666666666666666
10551,dien,negative,0.0547945205479452
10552,dies,negative,0.42157953281423804
10553,diesel,positive,0.8666666666666667
10554,diet,negative,0.5079365079365079
10555,dieter,positive,0.8888888888888888
10556,dieterle,positive,0.8
10557,dieting,positive,1.0
10558,dietrich,positive,0.5545454545454546
10559,dietrichson,negative,0.0
10560,diferent,positive,0.6
10561,differ,positive,0.5972222222222222
10562,differed,positive,0.5833333333333334
10563,difference,positive,0.525330396475771
10564,differences,positive,0.6492537313432836
10565,different,positive,0.6284599006387509
10566,differentiate,negative,0.42857142857142855
10567,differentiated,negative,0.45454545454545453
10568,differentiates,negative,0.5
10569,differently,positive,0.6571428571428571
10570,differing,positive,0.9
10571,differs,positive,0.7346938775510204
10572,difficult,positive,0.5772699939867709
10573,difficulties,positive,0.7272727272727273
10574,difficulty,positive,0.6748466257668712
10575,diffident,positive,0.8125
10576,diffuse,negative,0.4
10577,diffused,negative,0.3
10578,dig,negative,0.5063291139240507
10579,diger,positive,0.8571428571428571
10580,digest,positive,0.515625
10581,digested,positive,0.5263157894736842
10582,digestible,positive,0.7857142857142857
10583,digesting,positive,0.7142857142857143
10584,digestion,positive,0.75
10585,digestive,negative,0.3333333333333333
10586,digger,positive,0.6382978723404256
10587,diggers,positive,0.7037037037037037
10588,digges,positive,1.0
10589,digging,positive,0.5636363636363636
10590,diggler,positive,1.0
10591,diggs,negative,0.0
10592,dighton,positive,1.0
10593,digi,positive,0.6666666666666666
10594,digicorp,positive,1.0
10595,digimon,negative,0.5
10596,digisoft,positive,1.0
10597,digit,negative,0.13333333333333333
10598,digital,positive,0.5238095238095238
10599,digitally,positive,0.5185185185185185
10600,digitised,negative,0.3333333333333333
10601,digitized,negative,0.2
10602,digits,positive,0.625
10603,dignified,positive,0.7931034482758621
10604,dignify,negative,0.25
10605,dignitary,negative,0.0
10606,dignities,positive,1.0
10607,dignity,positive,0.539622641509434
10608,digress,negative,0.323943661971831
10609,digression,negative,0.16666666666666666
10610,digressions,negative,0.3
10611,digressive,negative,0.25
10612,digs,positive,0.6
10613,dike,positive,0.75
10614,dil,positive,0.5714285714285714
10615,dilapidated,positive,0.5454545454545454
10616,dilation,positive,1.0
10617,dilbert,positive,0.6666666666666666
10618,dildar,positive,1.0
10619,dildo,negative,0.0
10620,dildos,negative,0.4
10621,dilemma,positive,0.6142857142857143
10622,dilemmas,positive,0.7555555555555555
10623,dilettante,negative,0.46153846153846156
10624,diligent,positive,0.6666666666666666
10625,diligently,positive,0.6666666666666666
10626,dilip,positive,0.8333333333333334
10627,dillane,positive,1.0
10628,diller,negative,0.4
10629,dillinger,negative,0.038834951456310676
10630,dillion,negative,0.0
10631,dillman,negative,0.4444444444444444
10632,dillon,negative,0.352112676056338
10633,dilly,negative,0.5
10634,dilute,positive,1.0
10635,diluted,positive,0.5121951219512195
10636,diluting,negative,0.4444444444444444
10637,dim,negative,0.33974358974358976
10638,dimaggio,positive,1.0
10639,dime,negative,0.38461538461538464
10640,dimension,positive,0.5833333333333334
10641,dimensional,negative,0.31493506493506496
10642,dimensionality,negative,0.46153846153846156
10643,dimensionally,negative,0.46153846153846156
10644,dimensionless,negative,0.0
10645,dimensions,positive,0.5342465753424658
10646,diminish,positive,0.8611111111111112
10647,diminished,positive,0.7142857142857143
10648,diminishes,negative,0.3076923076923077
10649,diminishing,negative,0.34615384615384615
10650,diminutive,positive,0.6060606060606061
10651,dimitri,positive,0.6774193548387096
10652,dimitru,negative,0.0
10653,dimly,negative,0.4444444444444444
10654,dimmed,positive,0.6666666666666666
10655,dimple,negative,0.0
10656,dimpled,negative,0.25
10657,dimples,negative,0.4444444444444444
10658,dimwit,negative,0.5
10659,dimwits,negative,0.25
10660,dimwitted,negative,0.47368421052631576
10661,din,positive,0.972972972972973
10662,dina,negative,0.0
10663,dinah,positive,1.0
10664,dine,positive,0.7391304347826086
10665,dinelli,positive,1.0
10666,diner,negative,0.36496350364963503
10667,diners,negative,0.2
10668,dinesen,positive,1.0
10669,ding,positive,0.5333333333333333
10670,dingman,negative,0.4
10671,dingo,positive,0.8518518518518519
10672,dingoes,positive,0.75
10673,dingos,negative,0.0
10674,dingy,negative,0.5
10675,dini,negative,0.5
10676,dining,negative,0.43137254901960786
10677,dink,positive,0.5714285714285714
10678,dinka,positive,0.8
10679,dinky,negative,0.0
10680,dinner,positive,0.5541561712846348
10681,dinnerladies,positive,1.0
10682,dinners,negative,0.5
10683,dino,negative,0.2537313432835821
10684,dinocrap,negative,0.0
10685,dinocroc,negative,0.0
10686,dinos,negative,0.04
10687,dinosaur,negative,0.24017467248908297
10688,dinosaurs,negative,0.2846441947565543
10689,dinoshark,negative,0.0
10690,dinosuars,negative,0.0
10691,dinotopia,positive,0.6666666666666666
10692,dinsmore,positive,1.0
10693,dint,negative,0.47368421052631576
10694,dio,positive,0.8181818181818182
10695,diologue,negative,0.25
10696,dion,positive,0.5217391304347826
10697,dionna,negative,0.0
10698,dip,positive,0.5365853658536586
10699,dipasquale,positive,1.0
10700,diplodocus,positive,1.0
10701,diploma,negative,0.42857142857142855
10702,diplomacy,positive,0.7857142857142857
10703,diplomat,negative,0.3103448275862069
10704,diplomatic,positive,0.76
10705,diplomats,negative,0.42857142857142855
10706,dipped,negative,0.07142857142857142
10707,dipping,positive,0.5454545454545454
10708,dippy,negative,0.38095238095238093
10709,dips,negative,0.4
10710,dipstick,positive,1.0
10711,dir,negative,0.3582089552238806
10712,dire,negative,0.17667844522968199
10713,direct,negative,0.4653014789533561
10714,directed,positive,0.5311510031678986
10715,directer,negative,0.47368421052631576
10716,directing,negative,0.41388518024032045
10717,direction,negative,0.4526283618581907
10718,directional,negative,0.5
10719,directionless,positive,0.5294117647058824
10720,directions,positive,0.5130890052356021
10721,directive,positive,1.0
10722,directives,negative,0.3333333333333333
10723,directly,negative,0.4881720430107527
10724,directness,positive,0.8888888888888888
10725,director,negative,0.45566951020799384
10726,directorial,positive,0.5454545454545454
10727,directors,negative,0.4972205064854849
10728,directory,negative,0.0
10729,directs,positive,0.6588785046728972
10730,directv,positive,0.6
10731,direly,negative,0.0
10732,dirge,negative,0.14285714285714285
10733,dirk,positive,0.9333333333333333
10734,dirks,negative,0.0
10735,dirt,negative,0.4245810055865922
10736,dirtbag,negative,0.14285714285714285
10737,dirtier,positive,0.5714285714285714
10738,dirtiest,positive,0.9333333333333333
10739,dirty,positive,0.6198243412797992
10740,dis,negative,0.36
10741,disabilities,negative,0.5
10742,disability,positive,0.6865671641791045
10743,disable,negative,0.3
10744,disabled,positive,0.564935064935065
10745,disabling,positive,1.0
10746,disabuse,positive,0.8571428571428571
10747,disadvantage,negative,0.25
10748,disadvantaged,negative,0.25
10749,disadvantages,negative,0.4375
10750,disaffected,positive,0.5714285714285714
10751,disagree,positive,0.672316384180791
10752,disagreeable,negative,0.23076923076923078
10753,disagreed,positive,0.5714285714285714
10754,disagreeing,positive,0.6
10755,disagreement,positive,0.76
10756,disagreements,positive,0.5294117647058824
10757,disagrees,negative,0.46153846153846156
